"Title","Release Year","Genre","Content Rating","Runtime","Critic Rating","Audience Rating","Difference"
"Spanglish","2004","Comedy","PG-13",130,53,60,-7
"Spartan","2004","Action & Adventure","R",107,65,62,3
"Spectre","2015","Action & Adventure","PG-13",148,63,61,2
"Speed Racer","2008","Action & Adventure","PG",135,40,60,-20
"Spellbound","2002","Documentary","G",97,97,83,14
"Spider-Man","2002","Action & Adventure","PG-13",116,90,67,23
"Spider-Man 2","2004","Action & Adventure","PG-13",122,93,82,11
"Spider-Man 3","2007","Action & Adventure","PG-13",133,62,51,11
"Spider-Man: Far From Home","2019","Action & Adventure","PG-13",129,90,95,-5
"Spider-Man: Homecoming","2017","Action & Adventure","PG-13",133,92,87,5
"Spider-Man: Into the Spider-Verse","2018","Action & Adventure","PG",117,97,93,4
"Spies in Disguise","2019","Action & Adventure","PG",102,76,92,-16
"Spirit - Stallion of the Cimarron","2002","Animation","G",83,70,77,-7
"Spirited Away","2002","Animation","PG",125,97,96,1
"Splice","2010","Horror","R",107,75,37,38
"Split","2017","Drama","PG-13",117,77,79,-2
"Spotlight","2015","Drama","R",128,97,93,4
"Spring Breakers","2013","Action & Adventure","R",94,67,38,29
"Sputnik","2020","Horror","NR",107,89,71,18
"Spy","2015","Comedy","R",115,95,78,17
"Spy Game","2001","Action & Adventure","R",127,66,75,-9
"Spy Kids","2001","Action & Adventure","PG",88,93,46,47
"Spy Kids 2: The Island of Lost Dreams","2002","Action & Adventure","PG",99,75,39,36
"Spy Kids 3-D - Game Over","2003","Action & Adventure","PG",89,45,25,20
"St. Vincent","2014","Comedy","PG-13",103,77,78,-1
"Stage Beauty","2004","Comedy","R",110,64,78,-14
"Stand Up Guys","2013","Comedy","R",95,36,46,-10
"Standard Operating Procedure","2008","Documentary","R",116,79,78,1
"Star Trek","2009","Action & Adventure","PG-13",126,94,91,3
"Star Trek - Nemesis","2002","Action & Adventure","PG-13",117,38,49,-11
"Star Trek Beyond","2016","Action & Adventure","PG-13",122,86,80,6
"Star Wars: Episode III - Revenge of the Sith","2005","Action & Adventure","PG-13",140,80,66,14
"Star Wars: Episode VII - The Force Awakens","2015","Action & Adventure","PG-13",136,92,86,6
"Star Wars: The Clone Wars","2008","Action & Adventure","PG",98,18,39,-21
"Star Wars: The Last Jedi","2017","Action & Adventure","PG-13",152,90,43,47
"Star Wars: The Rise of Skywalker","2019","Action & Adventure","PG-13",142,51,86,-35
"Stardust","2007","Action & Adventure","PG-13",128,76,86,-10
"Starred Up","2014","Drama","NR",100,99,84,15
"Starsky & Hutch","2004","Action & Adventure","PG-13",101,62,49,13
"State and Main","2000","Comedy","R",106,86,70,16
"State of Play","2009","Drama","PG-13",127,84,73,11
"Stay","2005","Drama","R",98,27,70,-43
"Stealing Harvard","2002","Comedy","PG-13",80,9,39,-30
"Stealth","2005","Action & Adventure","PG-13",120,12,40,-28
"Step Brothers","2008","Comedy","R",95,55,69,-14
"Step Up","2006","Drama","PG-13",98,21,83,-62
"Step Up 3","2010","Drama","PG-13",106,47,64,-17
"Steve Jobs","2015","Drama","R",121,85,73,12
"Still Alice","2015","Drama","PG-13",97,85,85,0
"Stoker","2013","Drama","R",98,70,60,10
"Stone","2010","Drama","R",105,50,21,29
"Stop-Loss","2008","Drama","R",113,64,26,38
"Stories We Tell","2013","Documentary","PG-13",108,94,79,15
"Storks","2016","Animation","PG",83,66,62,4
"Straight Outta Compton","2015","Drama","R",147,89,85,4
"Stranger Than Fiction","2006","Comedy","PG-13",105,73,85,-12
"Street Kings","2008","Action & Adventure","R",107,36,58,-22
"Stronger","2017","Drama","R",119,90,80,10
"Stuart Little 2","2002","Action & Adventure","PG",78,81,41,40
"Stuber","2019","Action & Adventure","R",93,41,79,-38
"Stuck on You","2003","Comedy","PG-13",118,61,35,26
"Submarine","2011","Comedy","R",97,88,82,6
"Suburbicon","2017","Comedy","R",105,28,25,3
"Sucker Punch","2011","Action & Adventure","PG-13",110,22,47,-25
"Sugar","2008","Drama","R",118,92,80,12
"Suicide Squad","2016","Action & Adventure","PG-13",123,26,59,-33
"Sully","2016","Action & Adventure","PG-13",96,85,84,1
"Summerland","2020","Drama","PG",99,77,73,4
"Sunshine Cleaning","2009","Comedy","R",102,74,63,11
"Sunshine State","2002","Drama","PG-13",141,80,58,22
"Super 8","2011","Action & Adventure","PG-13",112,81,75,6
"Super Size Me","2004","Documentary","PG-13",98,92,72,20
"Superbad","2007","Comedy","R",113,88,87,1
"Superman Returns","2006","Action & Adventure","PG-13",154,75,61,14
"Surf's Up","2007","Action & Adventure","PG",85,79,70,9
"Surrogates","2009","Action & Adventure","PG-13",88,37,38,-1
"Surviving Christmas","2004","Comedy","PG-13",90,7,29,-22
"Suspect Zero","2004","Drama","R",99,18,38,-20
"Suspiria","2018","Horror","R",152,65,65,0
"Swallow","2020","Drama","R",95,88,71,17
"Sweeney Todd: The Demon Barber of Fleet Street","2007","Drama","R",117,86,81,5
"Sweet Home Alabama","2002","Comedy","PG-13",108,38,78,-40
"Swing Vote","2008","Comedy","PG-13",119,39,41,-2
"Swiss Army Man","2016","Drama","R",95,71,72,-1
"Swordfish","2001","Action & Adventure","R",99,25,59,-34
"Synecdoche, New York","2008","Drama","R",124,69,71,-2
"Syriana","2005","Drama","R",128,73,67,6
"T2 Trainspotting","2017","Drama","R",117,81,78,3
"TMNT","2007","Action & Adventure","PG",87,35,60,-25
"Table 19","2017","Comedy","PG-13",87,26,40,-14
"Tabloid","2011","Documentary","R",88,92,72,20
"Tag","2018","Comedy","R",100,56,56,0
"Take Me Home Tonight","2011","Comedy","R",89,28,42,-14
"Take Shelter","2011","Drama","R",124,92,81,11
"Take This Waltz","2012","Comedy","R",116,79,58,21
"Take the Lead","2006","Drama","PG-13",117,44,77,-33
"Taken","2009","Action & Adventure","PG-13",91,58,85,-27
"Taken 3","2015","Action & Adventure","PG-13",109,13,44,-31
"Takers","2010","Action & Adventure","PG-13",107,28,62,-34
"Taking Lives","2004","Action & Adventure","R",103,22,55,-33
"Taking Woodstock","2009","Comedy","R",120,48,47,1
"Tale of Tales (Il racconto dei racconti)","2016","Horror","R",125,83,57,26
"Talk to Me","2007","Action & Adventure","R",118,82,77,5
"Talladega Nights: The Ballad of Ricky Bobby","2006","Action & Adventure","PG-13",110,71,73,-2
"Tammy","2014","Comedy","R",97,24,36,-12
"Tangerine","2015","Comedy","R",87,96,76,20
"Tangled","2010","Animation","PG",101,89,87,2
"Taxi","2004","Action & Adventure","PG-13",97,9,43,-34
"Team America: World Police","2004","Comedy","R",98,77,80,-3
"Tears of the Sun","2003","Action & Adventure","R",115,33,69,-36
"Ted","2012","Comedy","R",106,69,73,-4
"Ted 2","2015","Comedy","R",115,45,50,-5
"Teen Spirit","2019","Drama","PG-13",92,71,58,13
"Teen Titans Go! To the Movies","2018","Action & Adventure","PG",87,91,72,19
"Teenage Mutant Ninja Turtles","2014","Action & Adventure","PG-13",101,21,50,-29
"Teenage Mutant Ninja Turtles: Out of the Shadows","2016","Action & Adventure","PG-13",107,37,47,-10
"Tell No One (Ne le Dis à Personne)","2006","Drama","NR",126,94,87,7
"Tenacious D in The Pick of Destiny","2006","Comedy","R",97,52,67,-15
"Terminator 3 - Rise of the Machines","2003","Action & Adventure","R",110,69,46,23
"Terminator Genisys","2015","Action & Adventure","PG-13",126,27,53,-26
"Terminator Salvation","2009","Action & Adventure","PG-13",116,33,54,-21
"Terminator: Dark Fate","2019","Action & Adventure","NR",128,70,82,-12
"Tesla","2020","Drama","PG-13",102,60,43,17
"Testament Of Youth","2015","Drama","PG-13",129,84,78,6
"Tetro","2009","Drama","R",127,71,70,1
"Thank You for Smoking","2006","Comedy","R",92,86,87,-1
"Thank You for Your Service","2017","Drama","R",108,77,72,5
"Thanks For Sharing","2013","Comedy","R",112,51,43,8
"That Awkward Moment","2014","Comedy","R",94,22,46,-24
"That's My Boy","2012","Comedy","R",116,20,51,-31
"The 15:17 to Paris","2018","Drama","PG-13",94,23,37,-14
"The 33","2015","Drama","PG-13",125,48,59,-11
"The 40 Year Old Virgin","2005","Comedy","R",116,85,80,5
"The 5th Wave","2016","Action & Adventure","PG-13",112,15,38,-23
"The 6th Day","2000","Action & Adventure","PG-13",124,40,32,8
"The A-Team","2010","Action & Adventure","PG-13",118,48,66,-18
"The Accountant","2016","Drama","R",128,52,76,-24
"The Act Of Killing","2013","Documentary","NR",122,95,85,10
"The Adventures of Rocky & Bullwinkle","2000","Comedy","PG",88,43,20,23
"The Adventures of Sharkboy and Lavagirl in 3-D","2005","Action & Adventure","PG",92,19,33,-14
"The Adventures of Tintin","2011","Action & Adventure","PG",107,74,74,0
"The Aftermath","2019","Drama","R",109,27,50,-23
"The Age of Adaline","2015","Drama","PG-13",113,54,67,-13
"The Amazing Spider-Man","2012","Action & Adventure","PG-13",136,73,77,-4
"The Amazing Spider-Man 2","2014","Action & Adventure","PG-13",141,51,64,-13
"The American","2010","Drama","R",105,65,39,26
"The Amityville Horror","2005","Horror","R",89,23,52,-29
"The Angels' Share","2013","Comedy","NR",101,89,78,11
"The Angry Birds Movie","2016","Animation","PG",93,43,46,-3
"The Angry Birds Movie 2","2019","Action & Adventure","PG",96,73,84,-11
"The Anniversary Party","2001","Comedy","R",115,61,58,3
"The Ant Bully","2006","Animation","PG",88,62,42,20
"The Aristocrats","2005","Comedy","NR",89,79,61,18
"The Armstrong Lie","2013","Documentary","R",122,82,76,6
"The Art of Getting By","2011","Comedy","PG-13",84,19,46,-27
"The Art of Racing in the Rain","2019","Drama","PG",109,43,96,-53
"The Art of Self-Defense","2019","Comedy","R",104,84,63,21
"The Artist","2011","Comedy","PG-13",100,95,87,8
"The Assassin","2015","Action & Adventure","PG-13",105,81,48,33
"The Assassination of Jesse James by the Coward Robert Ford","2007","Action & Adventure","R",160,77,75,2
"The Astronaut Farmer","2006","Drama","PG",105,58,49,9
"The Babadook","2014","Drama","NR",93,98,72,26
"The Back-up Plan","2010","Comedy","PG-13",104,18,46,-28
"The Ballad of Buster Scruggs","2018","Drama","R",132,90,77,13
"The Ballad of Jack and Rose","2005","Drama","R",111,47,61,-14
"The Banger Sisters","2002","Comedy","R",98,48,42,6
"The Bank Job","2008","Drama","R",111,79,74,5
"The Beach","2000","Action & Adventure","R",120,20,57,-37
"The Beach Bum","2019","Comedy","R",95,56,29,27
"The Beatles: Eight Days a Week - The Touring Years","2016","Documentary","NR",106,96,89,7
"The Beaver","2011","Comedy","PG-13",91,62,55,7
"The Belko Experiment","2017","Action & Adventure","R",90,53,40,13
"The Best Exotic Marigold Hotel","2012","Comedy","PG-13",124,78,78,0
"The Big Bounce","2004","Action & Adventure","PG-13",89,16,24,-8
"The Big Short","2015","Drama","R",130,88,88,0
"The Big Sick","2017","Comedy","R",120,98,88,10
"The Big Wedding","2013","Comedy","R",90,7,40,-33
"The Big Year","2011","Comedy","PG",100,42,40,2
"The Black Dahlia","2006","Drama","R",121,32,27,5
"The Blind Side","2009","Comedy","PG-13",128,66,85,-19
"The Bling Ring","2013","Drama","R",90,59,33,26
"The Book Thief","2013","Drama","PG-13",127,47,73,-26
"The Book of Eli","2010","Action & Adventure","R",112,47,64,-17
"The Book of Henry","2017","Drama","PG-13",100,22,63,-41
"The Bookshop","2018","Drama","PG",113,57,51,6
"The Boss","2016","Comedy","R",99,21,38,-17
"The Boss Baby","2017","Animation","PG",97,53,51,2
"The Bounty Hunter","2010","Action & Adventure","PG-13",111,12,51,-39
"The Bourne Identity","2002","Action & Adventure","PG-13",113,83,93,-10
"The Bourne Legacy","2012","Action & Adventure","PG-13",135,55,58,-3
"The Bourne Supremacy","2004","Action & Adventure","PG-13",108,82,90,-8
"The Bourne Ultimatum","2007","Action & Adventure","PG-13",115,92,91,1
"The Box","2009","Horror","PG-13",113,44,24,20
"The Boxtrolls","2014","Action & Adventure","PG",96,77,63,14
"The Boy in the Striped Pajamas (The Boy in the Striped Pyjamas)","2008","Drama","PG-13",94,64,85,-21
"The Boys Are Back","2009","Drama","PG-13",104,73,61,12
"The Brave One","2007","Action & Adventure","R",122,43,64,-21
"The Breadwinner","2017","Animation","PG-13",94,95,87,8
"The Break-Up","2006","Comedy","PG-13",107,34,46,-12
"The Brink","2019","Documentary","NR",91,84,55,29
"The Brothers Bloom","2009","Action & Adventure","PG-13",109,68,64,4
"The Brothers Grimm","2005","Action & Adventure","PG-13",114,38,39,-1
"The Brothers Grimsby","2016","Comedy","R",83,37,41,-4
"The Bucket List","2007","Action & Adventure","PG-13",97,41,77,-36
"The Butterfly Effect","2004","Drama","R",113,33,81,-48
"The Cabin in the Woods","2012","Horror","R",95,92,74,18
"The Campaign","2012","Comedy","R",85,66,51,15
"The Cat's Meow","2001","Comedy","PG-13",110,75,51,24
"The Cave","2005","Action & Adventure","PG-13",97,12,28,-16
"The Cell","2000","Horror","R",107,45,57,-12
"The Change-Up","2011","Comedy","R",112,25,47,-22
"The Chronicles of Narnia: Prince Caspian","2008","Action & Adventure","PG",144,67,73,-6
"The Chronicles of Narnia: The Voyage of the Dawn Treader","2010","Action & Adventure","PG",112,50,58,-8
"The Chronicles of Riddick","2004","Action & Adventure","PG-13",119,29,65,-36
"The Clearing","2004","Action & Adventure","R",95,43,32,11
"The Comedian","2017","Comedy","R",120,24,28,-4
"The Commuter","2018","Drama","PG-13",104,56,40,16
"The Company Men","2011","Drama","R",115,67,55,12
"The Condemned","2007","Action & Adventure","R",113,15,58,-43
"The Congress","2014","Animation","NR",122,73,53,20
"The Conjuring","2013","Horror","R",111,86,83,3
"The Conjuring 2","2016","Horror","R",133,80,81,-1
"The Conspirator","2011","Drama","PG-13",121,55,61,-6
"The Constant Gardener","2005","Drama","R",128,83,82,1
"The Contender","2000","Drama","R",126,76,73,3
"The Cooler","2003","Drama","R",101,77,69,8
"The Core","2003","Action & Adventure","PG-13",136,40,34,6
"The Corporation","2004","Documentary","NR",168,90,90,0
"The Counselor","2013","Drama","R",117,33,23,10
"The Count of Monte Cristo","2002","Action & Adventure","PG-13",131,73,88,-15
"The Counterfeiters","2007","Drama","R",99,93,88,5
"The Cove","2009","Documentary","PG-13",94,95,94,1
"The Crazies","2010","Action & Adventure","R",101,70,56,14
"The Croods","2013","Action & Adventure","PG",91,71,77,-6
"The Curious Case of Benjamin Button","2008","Drama","PG-13",167,72,80,-8
"The Current War: Director's Cut","2019","Drama","PG-13",101,61,79,-18
"The Curse of La Llorona","2019","Horror","R",93,28,37,-9
"The D Train","2015","Comedy","R",100,53,23,30
"The DUFF","2015","Comedy","PG-13",96,73,66,7
"The Da Vinci Code","2006","Action & Adventure","PG-13",149,26,57,-31
"The Damned United","2009","Drama","R",97,92,85,7
"The Dancer Upstairs","2002","Drama","R",133,64,76,-12
"The Dangerous Lives of Altar Boys","2002","Drama","R",105,77,79,-2
"The Danish Girl","2015","Drama","R",120,67,72,-5
"The Darjeeling Limited","2007","Action & Adventure","R",91,69,78,-9
"The Dark Knight","2008","Action & Adventure","PG-13",152,94,94,0
"The Dark Knight Rises","2012","Action & Adventure","PG-13",165,87,90,-3
"The Dark Tower","2017","Horror","PG-13",95,16,45,-29
"The Day After Tomorrow","2004","Action & Adventure","PG-13",123,44,50,-6
"The Dead Don't Die","2019","Comedy","R",103,54,38,16
"The Death of Stalin","2018","Comedy","R",107,95,78,17
"The Debt","2011","Drama","R",112,77,66,11
"The Deep Blue Sea","2012","Drama","R",98,80,52,28
"The Deep End","2001","Drama","R",99,82,59,23
"The Departed","2006","Action & Adventure","R",152,91,94,-3
"The Descendants","2011","Comedy","R",115,88,79,9
"The Descent","2006","Horror","R",99,85,76,9
"The Devil Wears Prada","2006","Comedy","PG-13",109,75,76,-1
"The Devil and Daniel Johnston","2006","Documentary","PG-13",110,88,91,-3
"The Devil's Double","2011","Action & Adventure","R",109,54,64,-10
"The Devil's Rejects","2005","Horror","R",109,54,78,-24
"The Diary Of A Teenage Girl","2015","Drama","R",102,95,73,22
"The Dictator","2012","Comedy","R",83,57,44,13
"The Dilemma","2011","Comedy","PG-13",111,25,29,-4
"The Dinner","2017","Drama","R",120,46,16,30
"The Disaster Artist","2017","Comedy","R",103,91,85,6
"The Divergent Series: Allegiant","2016","Action & Adventure","PG-13",121,11,41,-30
"The Diving Bell and the Butterfly","2007","Drama","PG-13",114,94,92,2
"The Dressmaker","2016","Drama","R",113,57,66,-9
"The Drop","2014","Drama","R",107,89,76,13
"The Duchess","2008","Drama","PG-13",109,62,67,-5
"The Duke Of Burgundy","2015","Drama","NR",106,94,65,29
"The Dukes of Hazzard","2005","Action & Adventure","PG-13",105,14,47,-33
"The Eagle","2011","Action & Adventure","PG-13",114,39,41,-2
"The Eagle Huntress","2016","Documentary","G",87,94,86,8
"The East","2013","Action & Adventure","PG-13",116,76,64,12
"The Edge of Seventeen","2016","Comedy","R",105,94,83,11
"The Emoji Movie","2017","Animation","PG",86,7,37,-30
"The Emperor's New Groove","2000","Animation","G",79,85,83,2
"The End Of The Tour","2015","Drama","R",106,92,81,11
"The Endless","2018","Horror","NR",111,92,67,25
"The Exorcism of Emily Rose","2005","Drama","PG-13",118,44,60,-16
"The Expendables","2010","Action & Adventure","R",103,42,64,-22
"The Expendables 2","2012","Action & Adventure","R",103,68,67,1
"The Expendables 3","2014","Action & Adventure","PG-13",127,32,49,-17
"The Express","2008","Drama","PG",129,62,75,-13
"The Fall","2006","Action & Adventure","R",118,61,85,-24
"The Family","2013","Action & Adventure","R",111,28,41,-13
"The Family Man","2000","Comedy","PG-13",125,53,67,-14
"The Family Stone","2005","Comedy","PG-13",104,53,63,-10
"The Farewell","2019","Comedy","PG",100,98,87,11
"The Fast and the Furious","2001","Action & Adventure","PG-13",107,53,74,-21
"The Fast and the Furious: Tokyo Drift","2006","Action & Adventure","PG-13",104,37,69,-32
"The Fate of the Furious","2017","Action & Adventure","PG-13",136,67,72,-5
"The Fault In Our Stars","2014","Comedy","PG-13",126,81,85,-4
"The Favourite","2018","Drama","R",120,93,69,24
"The Fifth Estate","2013","Documentary","R",128,36,36,0
"The Fighter","2010","Drama","R",116,90,89,1
"The Fighting Temptations","2003","Comedy","PG-13",122,42,66,-24
"The Final Year","2018","Documentary","NR",89,84,49,35
"The Finest Hours","2016","Action & Adventure","PG-13",116,63,66,-3
"The First Purge","2018","Horror","R",97,56,27,29
"The Fits","2016","Drama","NR",72,97,54,43
"The Five-Year Engagement","2012","Comedy","R",119,63,51,12
"The Florida Project","2017","Drama","R",115,96,80,16
"The Fog of War: Eleven Lessons from the Life of Robert S. McNamara","2003","Documentary","PG-13",105,96,93,3
"The Forbidden Kingdom","2008","Action & Adventure","PG-13",105,64,60,4
"The Foreigner","2017","Action & Adventure","R",114,65,72,-7
"The Forest","2016","Drama","PG-13",93,10,22,-12
"The Forgotten","2004","Action & Adventure","PG-13",91,32,36,-4
"The Founder","2017","Drama","PG-13",115,80,82,-2
"The Fountain","2006","Drama","PG-13",96,52,74,-22
"The Front Runner","2018","Drama","R",113,60,39,21
"The Future","2011","Comedy","R",91,72,54,18
"The Gallows","2015","Horror","R",81,14,22,-8
"The Game Plan","2007","Comedy","PG",110,28,69,-41
"The Gatekeepers","2013","Documentary","PG-13",96,94,79,15
"The Gentlemen","2020","Action & Adventure","R",113,75,84,-9
"The Ghost Writer","2010","Drama","PG-13",129,84,70,14
"The Gift","2000","Drama","R",110,57,55,2
"The Girl Next Door","2004","Comedy","R",108,56,69,-13
"The Girl With All the Gifts","2017","Drama","R",111,86,67,19
"The Girl in the Spider's Web","2018","Drama","R",117,39,36,3
"The Girl on the Train","2016","Drama","R",112,44,49,-5
"The Girl with the Dragon Tattoo","2011","Drama","R",158,86,86,0
"The Girlfriend Experience","2009","Drama","R",77,67,35,32
"The Giver","2014","Drama","PG-13",97,35,55,-20
"The Glass Castle","2017","Drama","PG-13",127,52,71,-19
"The Golden Compass","2007","Action & Adventure","PG-13",118,42,51,-9
"The Good Dinosaur","2015","Action & Adventure","PG",92,76,65,11
"The Good German","2007","Drama","R",105,34,33,1
"The Good Shepherd","2006","Drama","R",168,55,51,4
"The Goods: Live Hard, Sell Hard","2009","Comedy","R",89,27,37,-10
"The Grand Budapest Hotel","2014","Comedy","R",99,91,86,5
"The Grandmaster","2013","Action & Adventure","PG-13",130,78,58,20
"The Great Beauty","2013","Comedy","NR",142,91,80,11
"The Great Debaters","2007","Drama","PG-13",127,79,86,-7
"The Great Raid","2005","Action & Adventure","R",132,38,70,-32
"The Great Wall","2017","Action & Adventure","PG-13",104,36,42,-6
"The Greatest Game Ever Played","2005","Drama","PG",115,63,82,-19
"The Greatest Showman","2017","Drama","PG",105,56,86,-30
"The Green Hornet","2011","Action & Adventure","PG-13",119,45,43,2
"The Grey","2012","Action & Adventure","R",117,79,61,18
"The Grinch","2018","Animation","PG",86,60,50,10
"The Grudge","2004","Drama","PG-13",90,40,46,-6
"The Guard","2011","Comedy","R",95,94,81,13
"The Guilt Trip","2012","Comedy","PG-13",95,37,39,-2
"The Guilty (Den skyldige)","2018","Drama","R",85,97,88,9
"The Gunman","2015","Action & Adventure","R",115,16,31,-15
"The Hangover","2009","Comedy","R",99,78,84,-6
"The Hangover Part II","2011","Comedy","R",102,33,52,-19
"The Hangover Part III","2013","Comedy","R",100,20,44,-24
"The Happening","2008","Drama","R",89,17,24,-7
"The Happy Prince","2018","Drama","R",105,72,51,21
"The Happytime Murders","2018","Action & Adventure","R",91,23,40,-17
"The Hate U Give","2018","Drama","PG-13",133,97,83,14
"The Haunted Mansion","2003","Comedy","PG",88,14,30,-16
"The Haunting in Connecticut","2009","Horror","PG-13",92,17,45,-28
"The Heartbreak Kid","2007","Comedy","R",118,28,37,-9
"The Heat","2013","Comedy","R",117,66,71,-5
"The Help","2011","Drama","PG-13",146,76,89,-13
"The Hero","2017","Drama","R",96,78,59,19
"The High Note","2020","Drama","PG-13",113,70,73,-3
"The Highwaymen","2019","Drama","R",132,57,73,-16
"The History Boys","2006","Comedy","R",109,66,70,-4
"The Hitcher","2007","Drama","R",90,19,52,-33
"The Hitchhiker's Guide to the Galaxy","2005","Comedy","PG",109,60,65,-5
"The Hitman's Bodyguard","2017","Action & Adventure","R",118,43,67,-24
"The Hoax","2007","Comedy","R",115,86,58,28
"The Hobbit: An Unexpected Journey","2012","Action & Adventure","PG-13",169,64,83,-19
"The Hobbit: The Battle of the Five Armies","2014","Action & Adventure","PG-13",144,59,74,-15
"The Hobbit: The Desolation of Smaug","2013","Action & Adventure","PG-13",160,74,85,-11
"The Holiday","2006","Comedy","PG-13",132,49,80,-31
"The Homesman","2014","Drama","R",122,81,52,29
"The Honeymooners","2005","Comedy","PG",90,13,30,-17
"The Host","2007","Action & Adventure","R",119,93,72,21
"The Hours","2002","Drama","PG-13",114,80,84,-4
"The House Bunny","2008","Comedy","PG-13",97,44,50,-6
"The House That Jack Built","2018","Drama","R",151,59,65,-6
"The House of the Devil","2009","Horror","R",93,85,63,22
"The House with a Clock in Its Walls","2018","Comedy","PG",105,66,45,21
"The Human Stain","2003","Drama","R",106,42,49,-7
"The Hummingbird Project","2019","Comedy","R",111,58,48,10
"The Hundred-Foot Journey","2014","Drama","PG",122,67,81,-14
"The Hunger Games","2012","Drama","PG-13",142,84,81,3
"The Hunger Games: Catching Fire","2013","Action & Adventure","PG-13",146,90,89,1
"The Hunger Games: Mockingjay - Part 1","2014","Action & Adventure","PG-13",123,69,71,-2
"The Hunger Games: Mockingjay - Part 2","2015","Action & Adventure","PG-13",136,69,66,3
"The Hunt","2020","Action & Adventure","R",90,57,66,-9
"The Hunt (Jagten)","2013","Drama","R",110,93,93,0
"The Hunted","2003","Action & Adventure","R",94,29,47,-18
"The Huntsman: Winter's War","2016","Action & Adventure","PG-13",114,19,45,-26
"The Hurt Locker","2009","Action & Adventure","R",127,97,84,13
"The Hustle","2019","Comedy","PG-13",94,13,43,-30
"The Ice Harvest","2005","Action & Adventure","R",88,47,43,4
"The Iceman","2013","Drama","R",105,66,62,4
"The Ides of March","2011","Drama","R",100,84,73,11
"The Illusionist","2006","Drama","PG-13",110,74,83,-9
"The Illusionist (L'illusionniste)","2010","Animation","PG",90,90,79,11
"The Imaginarium of Doctor Parnassus","2009","Action & Adventure","PG-13",122,64,60,4
"The Imitation Game","2014","Drama","PG-13",113,89,91,-2
"The Immigrant","2014","Drama","R",117,85,60,25
"The Impossible","2012","Action & Adventure","PG-13",114,81,84,-3
"The Imposter","2012","Documentary","R",95,95,78,17
"The In-Laws","2003","Comedy","PG-13",98,33,40,-7
"The Incredible Burt Wonderstone","2013","Comedy","PG-13",100,38,33,5
"The Incredible Hulk","2008","Action & Adventure","PG-13",112,67,70,-3
"The Incredibles","2004","Animation","PG",115,97,75,22
"The Infiltrator","2016","Drama","R",127,72,71,1
"The Informant!","2009","Comedy","R",108,79,44,35
"The Informers","2009","Drama","R",98,12,18,-6
"The Innkeepers","2012","Horror","R",101,79,42,37
"The Insult (L'insulte)","2018","Drama","R",113,87,89,-2
"The Intern","2015","Comedy","PG-13",121,60,73,-13
"The International","2009","Drama","R",118,58,37,21
"The Internship","2013","Comedy","PG-13",119,35,51,-16
"The Interpreter","2005","Action & Adventure","PG-13",123,57,54,3
"The Invasion","2007","Horror","PG-13",99,19,40,-21
"The Invention of Lying","2009","Comedy","PG-13",99,56,39,17
"The Invisible Woman","2013","Drama","R",111,75,44,31
"The Irishman","2019","Drama","R",209,96,86,10
"The Jacket","2005","Drama","R",102,44,73,-29
"The Jane Austen Book Club","2007","Comedy","PG-13",106,66,67,-1
"The Joneses","2010","Comedy","R",93,63,47,16
"The Judge","2014","Comedy","R",141,48,72,-24
"The Kid Stays in the Picture","2002","Documentary","R",93,91,80,11
"The Kid Who Would Be King","2019","Action & Adventure","PG",120,89,56,33
"The Kids Are All Right","2010","Comedy","R",104,92,74,18
"The Killer Inside Me","2010","Drama","R",108,55,40,15
"The Killing of a Sacred Deer","2017","Drama","R",121,80,63,17
"The King of Kong: A Fistful of Quarters","2007","Documentary","PG-13",79,97,93,4
"The King of Staten Island","2020","Comedy","R",137,74,85,-11
"The King's Speech","2010","Drama","PG-13",118,94,92,2
"The Kingdom","2007","Action & Adventure","R",110,51,76,-25
"The Kings of Summer","2013","Comedy","R",93,76,77,-1
"The Kitchen","2019","Action & Adventure","R",102,24,69,-45
"The Kite Runner","2007","Drama","PG-13",128,65,84,-19
"The LEGO Movie","2014","Action & Adventure","PG",95,96,87,9
"The LEGO Movie 2: The Second Part","2019","Animation","PG",107,85,68,17
"The Lady In The Van","2015","Drama","PG-13",104,89,64,25
"The Lake House","2006","Drama","PG",99,35,73,-38
"The Last 5 Years","2015","Comedy","PG-13",94,60,57,3
"The Last Airbender","2010","Action & Adventure","PG",103,5,30,-25
"The Last Black Man in San Francisco","2019","Drama","R",121,92,84,8
"The Last Castle","2001","Action & Adventure","R",131,52,74,-22
"The Last Exorcism","2010","Horror","PG-13",90,72,35,37
"The Last House on the Left","2009","Drama","R",110,42,52,-10
"The Last King of Scotland","2006","Drama","R",121,87,89,-2
"The Last Kiss","2006","Comedy","R",104,46,59,-13
"The Last Samurai","2003","Action & Adventure","R",154,66,83,-17
"The Last Song","2010","Drama","PG",108,21,66,-45
"The Last Stand","2013","Action & Adventure","R",106,61,53,8
"The Last Station","2010","Drama","R",110,71,67,4
"The Last Witch Hunter","2015","Action & Adventure","PG-13",106,18,43,-25
"The Laundromat","2019","Comedy","R",96,41,40,1
"The Lazarus Effect","2015","Horror","PG-13",83,16,23,-7
"The League of Extraordinary Gentlemen","2003","Action & Adventure","PG-13",110,17,44,-27
"The Legend of Bagger Vance","2000","Drama","PG-13",126,43,65,-22
"The Legend of Tarzan","2016","Action & Adventure","PG-13",110,36,58,-22
"The Lego Batman Movie","2017","Action & Adventure","PG",106,90,80,10
